file_name,caption,duration
103333.wav,This is an instrumental track based on electronic samples that can be used before the start of a movie to give a doomsday or post apocalypse feel,93.6
409692.wav,Genre seems to be hippy music and I feel joy and reminds me of San Francisco hippy area,134.8
259288.wav,Rock song with a heavy guitar and bass riff played mostly on down strokes with an energizing beat supplemented with vocals,214.3
1357128.wav,"Upbeat, encouraging pop song with male voice, with an electric guitar accompaniment.",188.0
296235.wav,Electronic music that feels like its in a futuristic world with a melancholy element from the violin until the drums kick in at the very end,306.8
1100002.wav,A jazz track to have a pleasant time during lunch.,224.4
945196.wav,"This is a lively electronic dance song that would fit into my club or gym/workout playlists, and I think it fits into the genre of trophouse (tropical house).",219.4
76656.wav,"French pop, swingy, chill / relaxing mood,  sunday morning vibes, no percussion instruments.",193.1
352694.wav,Piano ternary piece with a repetitive and dynamic pattern that modulate overtime with some 3-for-2 parts,94.0
1233757.wav,"An ambient mix of reverberant sparkling clean and flamenco style electric guitars, ethereal other worldly vocals, and light conga percussion.",353.7
43886.wav,Agitated West Coast rock with brief bass solo and British influence,129.5
132293.wav,A romantic song which features a couple who just reconciled after going through individual hardships or challenge in their relationship,203.0
916175.wav,A simple reverberant piano track with background discordant ambience.,148.1
1402647.wav,This song makes you feel like entering to a haunted mansion or magical village.,144.7
145371.wav,"French folk, singer-song writer piece featuring guitar and voice.",219.5
1327741.wav,"A reggae style drum groove with accompanying stylistic echoes, performed with electric guitar and a male vocal singing in French.",233.2
7248.wav,"This is a song that really motivates and uplifts the mood of the listener. It is energetic, vibrant and dreamy. The repetitive drum groove gives space and a solid base for the rest of instruments to grow. I would ideally listen to it during a gym session or before beginning a task.",301.0
1138689.wav,"indie folk song with a French speaking male voice. The song is dominated by beach instruments like ukulele, a small xylophones, bongos, güiro and a soft electric guitar. The song has a happy feeling, sounding like a sunset on a Caribbean beach.",264.8
1162021.wav,Progressive rock song with a driving synth base and slurred high pitched male voice.,218.7
579644.wav,A guitar folk song with husky male voice,175.3
